55.86145	-0.13901
56.02839	-0.11885
56.19534	-0.09995
56.36228	-0.08127
56.52923	-0.06378
56.69617	-0.0463
56.86312	-0.02881
57.03006	-0.01235
57.19701	0.00373
57.36395	0.0208
57.53089	0.03688
57.69784	0.05108
57.86478	0.06724
58.03173	0.08363
58.19867	0.09805
58.36562	0.11346
58.53256	0.13066
58.69951	0.14688
58.86645	0.16191
59.0334	0.17779
59.20034	0.19071
59.36728	0.20175
59.53423	0.2118
59.70117	0.22092
59.86812	0.23032
60.03506	0.24168
60.20201	0.25212
60.36895	0.26291
60.5359	0.27467
60.70284	0.28434
60.86979	0.29283
61.03673	0.30221
61.20368	0.31061
61.37062	0.31605
61.53756	0.32149
61.70451	0.32588
61.87145	0.32836
62.0384	0.32973
62.20534	0.33269
62.37229	0.33466
62.53923	0.33629
62.70618	0.33966
62.87312	0.34227
63.04007	0.34491
63.20701	0.34654
63.37395	0.34686
63.5409	0.34407
63.70784	0.34314
63.87479	0.34022
64.04173	0.33884
64.20868	0.33741
64.37562	0.33699
64.54257	0.33331
64.70951	0.32964
64.87646	0.32389
65.0434	0.31716
65.21034	0.31018
65.37729	0.30246
65.54423	0.29473
65.71118	0.28558
65.87812	0.27642
66.04507	0.26455
66.21201	0.25398
66.37896	0.24143
66.5459	0.23084
66.71285	0.22029
66.87979	0.21091
67.04674	0.2009
67.21368	0.19089
67.38062	0.17987
67.54757	0.16888
67.71451	0.15819
67.88146	0.1473
68.0484	0.13741
68.21535	0.12753
68.38229	0.11699
68.54924	0.10435
68.71618	0.09027
68.88313	0.07668
69.05007	0.06135
69.21701	0.04533
69.38396	0.03128
69.5509	0.01862
69.71785	0.00489
69.88479	-0.00833
70.05174	-0.01924
70.21868	-0.03015
70.38563	-0.04086
70.55257	-0.05206
70.71952	-0.06152
70.88646	-0.07295
71.05341	-0.08439
71.22035	-0.0968
71.38729	-0.1075
71.55424	-0.11828
71.72118	-0.12707
71.88813	-0.13638
72.05507	-0.14397
72.22202	-0.15157
72.38896	-0.16061
72.55591	-0.17023
72.72285	-0.17879
72.8898	-0.18797
73.05674	-0.19676
73.22368	-0.20326
73.39063	-0.21059
73.55757	-0.21844
73.72452	-0.22581
73.89146	-0.23518
74.05841	-0.24607
74.22535	-0.25591
74.3923	-0.26316
74.55924	-0.26953
74.72619	-0.27293
74.89313	-0.27516
75.06007	-0.27672
75.22702	-0.28049
75.39396	-0.28477
75.56091	-0.28905
75.72785	-0.29128
75.8948	-0.29286
76.06174	-0.29287
76.22869	-0.29159
76.39563	-0.29127
76.56258	-0.29295
76.72952	-0.29559
76.89647	-0.29822
77.06341	-0.30156
77.23035	-0.30393
77.3973	-0.30393
77.56424	-0.30206
77.73119	-0.30019
77.89813	-0.29788
78.06508	-0.29388
78.23202	-0.29162
78.39897	-0.28971
78.56591	-0.28709
78.73286	-0.28524
78.8998	-0.28497
